报文种类,报文标识号,付款人帐号,付款人名称,收款行行号,收款行名称,收款人帐号,收款人名称,金额
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,14977.51
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,9133
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,9934.8
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,1064.81
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,33404.45
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,6531.86
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,1602.11
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,9662.11
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,633.76
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,3847.79
